Data,Valor,Identificador,Descrição
2026-07-25,-10.00,STG-STRESS-0585,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0586,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0587,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0588,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0589,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,1000.00,STG-STRESS-0590,STG-QA PIX RECEBIDO RECORRENTE
2026-07-03,-10.00,STG-STRESS-0591,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0592,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0593,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0594,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0595,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0596,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0597,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0598,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0599,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,1000.00,STG-STRESS-0600,STG-QA PIX RECEBIDO RECORRENTE
2026-07-13,-10.00,STG-STRESS-0601,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0602,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0603,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0604,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0605,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0606,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0607,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0608,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0609,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,1000.00,STG-STRESS-0610,STG-QA PIX RECEBIDO RECORRENTE
2026-07-23,-10.00,STG-STRESS-0611,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0612,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0613,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0614,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0615,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0616,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0617,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0618,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0619,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,1000.00,STG-STRESS-0620,STG-QA PIX RECEBIDO RECORRENTE
2026-07-05,-10.00,STG-STRESS-0621,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0622,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0623,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0624,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0625,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0626,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0627,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0628,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0629,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,1000.00,STG-STRESS-0630,STG-QA PIX RECEBIDO RECORRENTE
2026-07-15,-10.00,STG-STRESS-0631,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0632,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0633,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0634,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0635,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0636,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0637,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0638,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0639,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,1000.00,STG-STRESS-0640,STG-QA PIX RECEBIDO RECORRENTE
2026-07-25,-10.00,STG-STRESS-0641,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0642,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0643,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0644,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0645,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0646,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0647,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0648,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0649,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,1000.00,STG-STRESS-0650,STG-QA PIX RECEBIDO RECORRENTE
2026-07-07,-10.00,STG-STRESS-0651,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0652,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0653,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0654,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0655,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0656,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0657,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0658,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0659,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,1000.00,STG-STRESS-0660,STG-QA PIX RECEBIDO RECORRENTE
2026-07-17,-10.00,STG-STRESS-0661,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0662,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0663,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0664,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0665,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0666,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0667,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0668,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0669,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,1000.00,STG-STRESS-0670,STG-QA PIX RECEBIDO RECORRENTE
2026-07-27,-10.00,STG-STRESS-0671,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0672,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0673,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0674,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0675,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0676,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0677,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0678,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0679,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,1000.00,STG-STRESS-0680,STG-QA PIX RECEBIDO RECORRENTE
2026-07-09,-10.00,STG-STRESS-0681,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0682,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0683,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0684,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0685,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0686,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0687,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0688,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0689,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,1000.00,STG-STRESS-0690,STG-QA PIX RECEBIDO RECORRENTE
2026-07-19,-10.00,STG-STRESS-0691,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0692,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0693,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0694,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0695,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0696,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0697,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0698,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0699,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,1000.00,STG-STRESS-0700,STG-QA PIX RECEBIDO RECORRENTE
2026-07-01,-10.00,STG-STRESS-0701,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0702,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0703,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0704,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0705,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0706,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0707,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0708,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0709,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,1000.00,STG-STRESS-0710,STG-QA PIX RECEBIDO RECORRENTE
2026-07-11,-10.00,STG-STRESS-0711,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0712,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0713,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0714,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0715,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0716,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0717,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0718,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0719,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,1000.00,STG-STRESS-0720,STG-QA PIX RECEBIDO RECORRENTE
2026-07-21,-10.00,STG-STRESS-0721,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0722,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0723,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0724,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0725,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0726,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0727,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0728,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0729,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,1000.00,STG-STRESS-0730,STG-QA PIX RECEBIDO RECORRENTE
2026-07-03,-10.00,STG-STRESS-0731,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0732,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0733,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0734,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0735,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0736,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0737,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0738,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0739,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,1000.00,STG-STRESS-0740,STG-QA PIX RECEBIDO RECORRENTE
2026-07-13,-10.00,STG-STRESS-0741,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0742,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0743,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0744,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0745,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0746,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0747,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0748,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0749,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,1000.00,STG-STRESS-0750,STG-QA PIX RECEBIDO RECORRENTE
2026-07-23,-10.00,STG-STRESS-0751,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0752,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0753,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0754,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0755,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0756,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0757,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0758,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0759,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,1000.00,STG-STRESS-0760,STG-QA PIX RECEBIDO RECORRENTE
2026-07-05,-10.00,STG-STRESS-0761,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0762,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0763,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0764,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0765,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0766,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0767,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0768,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0769,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,1000.00,STG-STRESS-0770,STG-QA PIX RECEBIDO RECORRENTE
2026-07-15,-10.00,STG-STRESS-0771,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0772,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0773,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0774,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0775,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0776,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0777,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0778,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0779,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,1000.00,STG-STRESS-0780,STG-QA PIX RECEBIDO RECORRENTE
2026-07-25,-10.00,STG-STRESS-0781,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0782,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0783,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0784,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0785,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0786,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0787,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0788,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0789,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,1000.00,STG-STRESS-0790,STG-QA PIX RECEBIDO RECORRENTE
2026-07-07,-10.00,STG-STRESS-0791,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0792,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0793,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0794,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0795,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0796,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0797,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0798,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0799,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,1000.00,STG-STRESS-0800,STG-QA PIX RECEBIDO RECORRENTE
2026-07-17,-10.00,STG-STRESS-0801,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0802,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0803,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0804,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0805,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0806,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0807,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0808,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0809,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,1000.00,STG-STRESS-0810,STG-QA PIX RECEBIDO RECORRENTE
2026-07-27,-10.00,STG-STRESS-0811,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0812,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0813,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0814,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0815,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0816,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0817,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0818,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0819,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,1000.00,STG-STRESS-0820,STG-QA PIX RECEBIDO RECORRENTE
2026-07-09,-10.00,STG-STRESS-0821,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0822,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0823,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0824,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0825,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0826,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0827,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0828,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0829,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,1000.00,STG-STRESS-0830,STG-QA PIX RECEBIDO RECORRENTE
2026-07-19,-10.00,STG-STRESS-0831,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0832,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0833,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0834,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0835,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0836,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0837,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0838,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0839,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,1000.00,STG-STRESS-0840,STG-QA PIX RECEBIDO RECORRENTE
2026-07-01,-10.00,STG-STRESS-0841,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0842,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0843,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0844,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0845,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0846,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0847,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0848,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0849,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,1000.00,STG-STRESS-0850,STG-QA PIX RECEBIDO RECORRENTE
2026-07-11,-10.00,STG-STRESS-0851,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0852,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0853,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0854,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0855,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0856,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0857,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0858,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0859,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,1000.00,STG-STRESS-0860,STG-QA PIX RECEBIDO RECORRENTE
2026-07-21,-10.00,STG-STRESS-0861,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0862,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0863,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0864,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0865,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0866,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0867,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0868,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0869,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,1000.00,STG-STRESS-0870,STG-QA PIX RECEBIDO RECORRENTE
2026-07-03,-10.00,STG-STRESS-0871,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0872,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0873,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0874,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0875,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0876,STG-QA COMPRA REPETIDA MESMO VALOR
